ticker,exchange,icb_code,icb_name,effective_from,effective_to,is_current,issuer_id,state_owner_pct,foreign_room_pct
POW,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
PPC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
PTB,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
PTC,HOSE,2357,Xây dựng,2020-01-01,,True,,,
PTL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
PVD,HOSE,0573,Thiết bị và Dịch vụ Dầu khí,2020-01-01,,True,,,
PVP,HOSE,2779,Dịch vụ vận tải,2020-01-01,,True,,,
PVT,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
QCG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
QNP,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
RAL,HOSE,3726,Thiết bị gia dụng,2020-01-01,,True,,,
REE,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
RYG,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
S4A,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SAB,HOSE,3533,Sản xuất bia,2020-01-01,,True,,,
SAM,HOSE,9578,Thiết bị viễn thông,2020-01-01,,True,,,
SAV,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
SBA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SBG,HOSE,2727,Công nghiệp phức hợp,2020-01-01,,True,,,
SBT,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
SBV,HOSE,5379,Phân phối hàng chuyên dụng,2020-01-01,,True,,,
SC5,HOSE,2357,Xây dựng,2020-01-01,,True,,,
SCR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SCS,HOSE,5751,Hàng không,2020-01-01,,True,,,
SFC,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
SFG,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
SFI,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
SGN,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
SGR,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SGT,HOSE,9535,Internet,2020-01-01,,True,,,
SHA,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SHB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
SHI,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SHP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SIP,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SJD,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SJS,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SKG,HOSE,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
SMA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
SMB,HOSE,3533,Sản xuất bia,2020-01-01,,True,,,
SMC,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
SPM,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
SRC,HOSE,3357,Lốp xe,2020-01-01,,True,,,
SRF,HOSE,2757,Máy công nghiệp,2020-01-01,,True,,,
SSB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
SSC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
SSI,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ST8,HOSE,9574,Thiết bị văn phòng,2020-01-01,,True,,,
STB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
STG,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
STK,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
SVC,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
SVD,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
SVT,HOSE,5377,Dịch vụ tiêu dùng chuyên ngành,2020-01-01,,True,,,
SZC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
SZL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TAL,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TBC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
TCB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
TCD,HOSE,2357,Xây dựng,2020-01-01,,True,,,
TCH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TCI,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
TCL,HOSE,2779,Dịch vụ vận tải,2020-01-01,,True,,,
TCM,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
TCO,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
TCR,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
TCT,HOSE,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
TCX,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
TDC,HOSE,8637,"Tư Vấn, Định giá, Môi giới Bất động sản",2020-01-01,,True,,,
TDG,HOSE,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
TDH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TDM,HOSE,7577,Nước,2020-01-01,,True,,,
TDP,HOSE,2723,Containers & Đóng gói,2020-01-01,,True,,,
TDW,HOSE,7577,Nước,2020-01-01,,True,,,
TEG,HOSE,8633,Bất động sản,2020-01-01,,True,,,
THG,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
TIP,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TIX,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TLD,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
TLG,HOSE,3724,Đồ gia dụng một lần,2020-01-01,,True,,,
TLH,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
TMP,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
TMS,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
TMT,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
TN1,HOSE,8633,Bất động sản,2020-01-01,,True,,,
TNC,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
TNH,HOSE,4533,Chăm sóc y tế,2020-01-01,,True,,,
TNI,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
TNT,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
TPB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
TPC,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
TRA,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
TRC,HOSE,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
TSA,HOSE,2357,Xây dựng,2020-01-01,,True,,,
TSC,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
TTA,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
TTE,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
TTF,HOSE,1733,Lâm sản và Chế biến gỗ,2020-01-01,,True,,,
TV2,HOSE,2791,Tư vấn & Hỗ trợ KD,2020-01-01,,True,,,
TVB,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
TVS,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
TVT,HOSE,3763,Hàng May mặc,2020-01-01,,True,,,
TYA,HOSE,2733,Hàng điện & điện tử,2020-01-01,,True,,,
UIC,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
VAB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
VCA,HOSE,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
VCB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
VCF,HOSE,3537,Đồ uống & giải khát,2020-01-01,,True,,,
VCG,HOSE,2357,Xây dựng,2020-01-01,,True,,,
VCI,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VCK,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VDP,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
VDS,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VFG,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
VGC,HOSE,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
VHC,HOSE,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
VHM,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VIB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
VIC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VID,HOSE,1737,Sản xuất giấy,2020-01-01,,True,,,
VIP,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
VIX,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VJC,HOSE,5751,Hàng không,2020-01-01,,True,,,
VMD,HOSE,4577,Dược phẩm,2020-01-01,,True,,,
VND,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VNE,HOSE,2357,Xây dựng,2020-01-01,,True,,,
VNG,HOSE,5753,Khách sạn,2020-01-01,,True,,,
VNL,HOSE,2779,Dịch vụ vận tải,2020-01-01,,True,,,
VNM,HOSE,3577,Thực phẩm,2020-01-01,,True,,,
VNS,HOSE,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
VOS,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
VPB,HOSE,8355,Ngân hàng,2020-01-01,,True,,,
VPD,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
VPG,HOSE,1775,Khai khoáng,2020-01-01,,True,,,
VPH,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VPI,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VPL,HOSE,5755,Dịch vụ giải trí,2020-01-01,,True,,,
VPS,HOSE,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
VPX,HOSE,8777,Môi giới chứng khoán,2020-01-01,,True,,,
VRC,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VRE,HOSE,8633,Bất động sản,2020-01-01,,True,,,
VSC,HOSE,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
VSH,HOSE,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
VSI,HOSE,2357,Xây dựng,2020-01-01,,True,,,
VTB,HOSE,2733,Hàng điện & điện tử,2020-01-01,,True,,,
VTO,HOSE,2773,Vận tải Thủy,2020-01-01,,True,,,
VTP,HOSE,2771,Chuyển phát nhanh,2020-01-01,,True,,,
VVS,HOSE,3353,Sản xuất ô tô,2020-01-01,,True,,,
YBM,HOSE,1775,Khai khoáng,2020-01-01,,True,,,
YEG,HOSE,5553,Giải trí & Truyền thông,2020-01-01,,True,,,
A32,UPCOM,3765,Giầy dép,2020-01-01,,True,,,
AAH,UPCOM,1771,Khai thác Than,2020-01-01,,True,,,
AAS,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ABB,UPCOM,8355,Ngân hàng,2020-01-01,,True,,,
ABC,UPCOM,6575,Viễn thông di động,2020-01-01,,True,,,
ABI,UPCOM,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
ABW,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ACE,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
ACM,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
ACS,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
ACV,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
AG1,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
AGF,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
AGM,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
AGP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
AGX,UPCOM,5337,Phân phối thực phẩm,2020-01-01,,True,,,
AIC,UPCOM,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
AIG,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
ALC,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
ALV,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
AMP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
AMS,UPCOM,2797,Nhà cung cấp thiết bị,2020-01-01,,True,,,
APC,UPCOM,4573,Công nghệ sinh học,2020-01-01,,True,,,
APF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
APL,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
APP,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
APT,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ART,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
ATA,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
ATG,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
AVC,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
AVG,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
BAL,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
BBH,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
BBM,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BBT,UPCOM,3767,Hàng cá nhân,2020-01-01,,True,,,
BCA,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
BCB,UPCOM,1771,Khai thác Than,2020-01-01,,True,,,
BCP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
BCR,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
BCV,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
BDG,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
BDT,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BDW,UPCOM,7577,Nước,2020-01-01,,True,,,
BEL,UPCOM,3743,Điện tử tiêu dùng,2020-01-01,,True,,,
BGE,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
BGW,UPCOM,7577,Nước,2020-01-01,,True,,,
BHA,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
BHC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BHG,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
BHH,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BHI,UPCOM,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
BHK,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BHP,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BIG,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
BIO,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
BLF,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
BLI,UPCOM,8536,Bảo hiểm phi nhân thọ,2020-01-01,,True,,,
BLN,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
BLT,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
BMD,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
BMF,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
BMG,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
BMJ,UPCOM,1775,Khai khoáng,2020-01-01,,True,,,
BMK,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BMS,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
BMV,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
BNW,UPCOM,7577,Nước,2020-01-01,,True,,,
BOT,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
BQB,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BQP,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
BRR,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
BRS,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
BSA,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
BSD,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BSG,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
BSH,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BSL,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BSP,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BSQ,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BT1,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
BT6,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BTB,UPCOM,3533,Sản xuất bia,2020-01-01,,True,,,
BTD,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BTG,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
BTH,UPCOM,2737,Thiết bị điện,2020-01-01,,True,,,
BTN,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
BTU,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
BTV,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
BVB,UPCOM,8355,Ngân hàng,2020-01-01,,True,,,
BVG,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
BVL,UPCOM,8637,"Tư Vấn, Định giá, Môi giới Bất động sản",2020-01-01,,True,,,
BVN,UPCOM,3767,Hàng cá nhân,2020-01-01,,True,,,
BWA,UPCOM,7577,Nước,2020-01-01,,True,,,
BWS,UPCOM,7577,Nước,2020-01-01,,True,,,
C21,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
C22,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
C4G,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
C92,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CAD,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
CAT,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
CBI,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
CBS,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
CC1,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CCA,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
CCM,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CCP,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CCS,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
CCT,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CCV,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CDG,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CDO,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CDP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
CDR,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CEN,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
CFM,UPCOM,2793,Đào tạo & Việc làm,2020-01-01,,True,,,
CFV,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
CGV,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CH5,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CHC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CHS,UPCOM,7575,Tiện ích khác,2020-01-01,,True,,,
CI5,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CID,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CIP,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CK8,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
CKA,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
CKD,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
CLI,UPCOM,1755,Kim Loại màu,2020-01-01,,True,,,
CLX,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
CMD,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CMF,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
CMI,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CMK,UPCOM,2757,Máy công nghiệp,2020-01-01,,True,,,
CMM,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
CMN,UPCOM,3577,Thực phẩm,2020-01-01,,True,,,
CMP,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CMT,UPCOM,9537,Phần mềm,2020-01-01,,True,,,
CMW,UPCOM,7577,Nước,2020-01-01,,True,,,
CNA,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
CNC,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
CNN,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CNT,UPCOM,8633,Bất động sản,2020-01-01,,True,,,
CPA,UPCOM,3537,Đồ uống & giải khát,2020-01-01,,True,,,
CPH,UPCOM,5377,Dịch vụ tiêu dùng chuyên ngành,2020-01-01,,True,,,
CPI,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CQN,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
CQT,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
CSI,UPCOM,8777,Môi giới chứng khoán,2020-01-01,,True,,,
CT3,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CT6,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CTW,UPCOM,7577,Nước,2020-01-01,,True,,,
CTX,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
CVN,UPCOM,4535,Thiết bị y tế,2020-01-01,,True,,,
CYC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DAC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DAG,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
DAN,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DAS,UPCOM,3353,Sản xuất ô tô,2020-01-01,,True,,,
DBM,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DC1,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DCF,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DCG,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
DCH,UPCOM,8637,"Tư Vấn, Định giá, Môi giới Bất động sản",2020-01-01,,True,,,
DCR,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DCS,UPCOM,3726,Thiết bị gia dụng,2020-01-01,,True,,,
DCT,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DCV,UPCOM,8771,Quản lý tài sản,2020-01-01,,True,,,
DDB,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DDH,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
DDM,UPCOM,2773,Vận tải Thủy,2020-01-01,,True,,,
DDN,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DDV,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DFC,UPCOM,1757,Thép và sản phẩm thép,2020-01-01,,True,,,
DFF,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DGT,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DHB,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DHD,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DHN,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DIC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DID,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DKC,UPCOM,5373,Bán lẻ phức hợp,2020-01-01,,True,,,
DKG,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DLD,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
DLR,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DLT,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
DM7,UPCOM,3763,Hàng May mặc,2020-01-01,,True,,,
DMN,UPCOM,3573,Nuôi trồng nông & hải sản,2020-01-01,,True,,,
DMS,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
DNA,UPCOM,7577,Nước,2020-01-01,,True,,,
DND,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DNE,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
DNH,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
DNL,UPCOM,2777,"Kho bãi, hậu cần và bảo dưỡng",2020-01-01,,True,,,
DNM,UPCOM,4537,Dụng cụ y tế,2020-01-01,,True,,,
DNN,UPCOM,7577,Nước,2020-01-01,,True,,,
DNT,UPCOM,5755,Dịch vụ giải trí,2020-01-01,,True,,,
DNW,UPCOM,7577,Nước,2020-01-01,,True,,,
DOC,UPCOM,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020-01-01,,True,,,
DOP,UPCOM,2779,Dịch vụ vận tải,2020-01-01,,True,,,
DP1,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DP2,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DPC,UPCOM,2723,Containers & Đóng gói,2020-01-01,,True,,,
DPH,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DPP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DRG,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
DRI,UPCOM,1353,"Nhựa, cao su & sợi",2020-01-01,,True,,,
DSD,UPCOM,5755,Dịch vụ giải trí,2020-01-01,,True,,,
DSG,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DSH,UPCOM,2357,Xây dựng,2020-01-01,,True,,,
DSP,UPCOM,5759,Vận tải hành khách & Du lịch,2020-01-01,,True,,,
DTC,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
DTE,UPCOM,7535,Sản xuất & Phân phối Điện,2020-01-01,,True,,,
DTH,UPCOM,4535,Thiết bị y tế,2020-01-01,,True,,,
DTI,UPCOM,5753,Khách sạn,2020-01-01,,True,,,
DTP,UPCOM,4577,Dược phẩm,2020-01-01,,True,,,
DUS,UPCOM,2799,Chất thải & Môi trường,2020-01-01,,True,,,
DVC,UPCOM,7573,Phân phối xăng dầu & khí đốt,2020-01-01,,True,,,
DVG,UPCOM,2353,Vật liệu xây dựng & Nội thất,2020-01-01,,True,,,
